Wall time,Step,Value
1698568626.284231,42,0.0
1698568627.190452,45,0.0
1698568634.674881,71,0.0
1698568641.999432,94,0.125
1698568663.289041,167,0.0
1698568681.5158,229,0.1666666716337204
1698568683.285598,234,0.0
1698568688.628093,255,0.0
1698568693.701905,273,0.0
1698568704.21287,308,0.20000000298023224
1698568704.905796,310,0.0
1698568707.629159,318,0.0
1698568754.05102,474,0.0
1698568772.822603,536,0.0
1698568785.374624,579,0.1428571492433548
1698568787.651843,586,0.0
1698568801.175073,634,0.20000000298023224
1698568804.825794,647,0.1666666716337204
1698568824.803203,714,0.0
1698568827.260831,722,0.1428571492433548
1698568853.13375,802,0.0
1698568855.018044,808,0.20000000298023224
1698568864.224408,836,0.0
1698568905.40038,971,0.0
1698568926.46414,1014,0.0
1698568946.433262,1066,0.3333333432674408
1698568958.715707,1104,0.1666666716337204
1698568983.939388,1180,0.1428571492433548
1698569008.516994,1261,0.1666666716337204
1698569025.967493,1316,0.0
1698569027.026741,1319,0.1428571492433548
1698569030.993187,1333,0.1428571492433548
1698569032.31429,1337,0.1666666716337204
1698569047.497907,1385,0.1666666716337204
1698569049.799407,1392,0.0
1698569062.716814,1436,0.125
1698569071.298395,1466,0.1428571492433548
1698569098.827061,1552,0.1666666716337204
1698569109.166862,1584,0.5714285969734192
1698569141.950216,1691,0.0
1698569155.786177,1734,0.1428571492433548
1698569156.472807,1737,0.1428571492433548
1698569191.918467,1844,0.125
1698569202.255344,1877,0.125
1698569214.141368,1917,0.1666666716337204
1698569223.38992,1947,0.125
1698569251.330933,2036,0.125
1698569269.871161,2096,0.0
1698569297.328382,2187,0.0
1698569300.850758,2199,0.1666666716337204
1698569310.624593,2231,0.0
1698569320.146712,2262,0.2857142984867096
1698569334.166435,2307,0.0
1698569359.496734,2389,0.1428571492433548
1698569373.404883,2436,0.1428571492433548
1698569378.473349,2453,0.1428571492433548
1698569379.14835,2455,0.125
1698569380.696875,2460,0.1666666716337204
1698569388.24962,2485,0.5
1698569388.52243,2486,0.2857142984867096
1698569392.472885,2498,0.125
1698569394.126212,2503,0.2857142984867096
1698569403.056987,2532,0.20000000298023224
1698569447.435345,2685,0.2857142984867096
1698569463.644362,2740,0.1428571492433548
1698569528.468679,2967,0.25
1698569549.131689,3038,0.2857142984867096
1698569549.752253,3041,0.1666666716337204
1698569584.855132,3161,0.1666666716337204
1698569603.597297,3230,0.5
1698569608.067346,3246,0.1666666716337204
1698569608.478768,3247,0.0
1698569626.24206,3305,0.0
1698569677.039965,3480,0.0
1698569714.525094,3618,0.1666666716337204
1698569715.164102,3620,0.25
1698569730.163283,3670,0.5
1698569750.284308,3741,0.375
1698569769.96434,3814,0.6666666865348816
1698569772.022132,3821,0.25
1698569800.781146,3928,0.5
1698569808.739641,3956,0.7142857313156128
1698569830.155042,4036,0.75
1698569845.686743,4098,0.4000000059604645
1698569872.272356,4196,0.1666666716337204
1698569881.62706,4232,0.4285714328289032
1698569904.017729,4317,0.4285714328289032
1698569922.511889,4400,0.1428571492433548
1698569945.909725,4492,0.3333333432674408
1698569950.048753,4509,0.2857142984867096
1698569954.601871,4530,0.4285714328289032
1698569989.376741,4664,0.7142857313156128
1698569990.296917,4668,1.0
1698569992.843123,4676,0.125
1698570019.189844,4788,0.1428571492433548
1698570022.15417,4802,0.25
1698570032.228352,4840,0.5714285969734192
1698570044.062821,4894,0.5
1698570060.983517,4971,0.0
1698570078.958648,5050,0.5714285969734192
1698570079.334108,5052,0.25
1698570091.200102,5106,0.1666666716337204
1698570097.189206,5134,0.4285714328289032
1698570145.849277,5345,0.25
1698570148.966211,5359,0.375
1698570163.970381,5420,0.4000000059604645
1698570193.496016,5549,0.3333333432674408
1698570222.231914,5679,0.1428571492433548
1698570232.740104,5723,0.5714285969734192
1698570251.690266,5808,0.5
1698570264.19211,5864,0.375
1698570265.838808,5871,0.6000000238418579
1698570273.968071,5907,0.3333333432674408
1698570292.819217,5990,0.5
1698570325.323897,6131,0.375
1698570340.95235,6200,0.25
1698570345.20164,6219,0.25
1698570361.526931,6289,0.1428571492433548
1698570367.476844,6312,0.375
1698570381.411382,6376,0.25
1698570414.175226,6520,0.75
1698570425.838814,6574,0.3333333432674408
1698570432.491519,6603,0.2857142984867096
1698570453.115086,6696,0.4285714328289032
1698570453.762734,6699,0.8333333134651184
